transaction_id,customer_id,order_amount,product_category,payment_method,discount_percent,delivery_distance_km,customer_age,customer_account_age_days,previous_orders,previous_returns,return_rate,returns_last_30_days,refunds_last_90_days,chargebacks_last_90_days,days_to_return,delivery_to_return_days,coupon_usage_count,high_value_order,customer_risk_history,return_reason,location_risk_score,device_change_count,orders_last_30_days,previous_fraud_flag,target_return_abuse
TX101074,CUST001400,3860.14,Fashion,COD,18.2,0.5,29,2832,6,1,0.167,0,0,0,,,3,1,low,no_return,55.1,1,1,0,0
TX101075,CUST000492,2394.33,Fashion,COD,26.5,27.7,18,347,8,0,0.0,0,0,1,1.0,1.0,1,0,low,not_as_described_repeated,16.3,0,1,0,0
TX101076,CUST002134,3103.07,Home,Debit Card,7.8,0.5,21,111,9,1,0.111,0,0,0,1.4,0.0,0,0,high,size_issue,17.1,2,1,0,0
TX101077,CUST000498,887.24,Books,UPI,47.0,6.8,19,106,6,0,0.0,0,0,0,1.0,0.0,0,0,low,size_issue,17.0,2,2,0,0
TX101078,CUST001253,1955.61,Beauty,Credit Card,18.8,26.8,18,49,8,1,0.125,0,0,0,,,1,0,low,no_return,56.4,1,0,0,0
TX101079,CUST002509,2863.47,Electronics,Credit Card,0.0,9.8,38,134,8,0,0.0,0,0,0,,,2,0,medium,no_return,26.5,0,1,0,0
TX101080,CUST002761,893.08,Books,COD,30.4,0.5,30,238,8,0,0.0,0,0,0,4.3,3.8,3,0,low,changed_mind,37.7,0,1,0,1
TX101081,CUST002967,610.5,Grocery,COD,0.0,2.8,25,87,9,1,0.111,1,1,0,,,0,0,low,no_return,26.2,2,2,0,0
TX101082,CUST002874,2233.17,Mobile,Net Banking,18.9,14.0,38,28,3,0,0.0,0,0,0,,,2,0,low,no_return,31.8,2,2,0,0
TX101083,CUST001668,662.15,Beauty,UPI,3.8,0.8,18,1157,10,2,0.2,1,3,0,,,3,0,low,no_return,35.2,0,1,0,0
TX101084,CUST000602,2537.21,Grocery,COD,0.0,4.9,18,846,5,1,0.2,0,0,0,,,2,0,low,no_return,18.7,0,1,0,0
TX101085,CUST002517,3530.24,Beauty,Net Banking,26.5,3.9,43,667,4,1,0.25,0,0,0,,,1,1,low,no_return,11.9,1,4,0,0
TX101086,CUST002405,913.81,Grocery,UPI,11.9,11.8,54,300,6,1,0.167,1,0,0,1.4,0.0,2,0,low,defective,29.4,1,1,0,0
TX101087,CUST002970,965.32,Home,UPI,35.7,1.6,38,289,7,0,0.0,0,0,0,,,1,0,low,no_return,7.1,0,0,0,0
TX101088,CUST001953,3465.3,Electronics,UPI,2.8,0.6,36,200,8,0,0.0,0,0,0,,,1,1,low,no_return,8.5,1,1,0,0
TX101089,CUST000425,1875.36,Mobile,Debit Card,0.0,5.9,26,225,7,0,0.0,0,0,0,,,1,0,low,no_return,46.5,0,0,0,0
TX101090,CUST001509,3179.25,Books,Credit Card,9.2,22.5,26,240,5,0,0.0,0,0,0,,,0,0,low,no_return,19.0,0,3,0,0
TX101091,CUST001345,1530.06,Sports,UPI,49.7,4.7,34,193,13,1,0.077,0,0,0,,,1,0,low,no_return,36.0,1,2,0,0
TX101092,CUST002528,1609.28,Beauty,Debit Card,25.0,5.4,45,569,10,1,0.1,1,0,0,,,3,0,low,no_return,22.6,1,1,0,0
TX101093,CUST001178,1843.04,Books,COD,21.6,5.4,36,171,6,0,0.0,0,0,0,,,6,0,low,no_return,34.7,1,0,0,0
TX101094,CUST000986,4776.77,Electronics,Net Banking,22.0,2.2,41,1443,10,2,0.2,1,0,0,,,1,1,low,no_return,12.3,0,3,0,0
TX101095,CUST000241,3024.02,Fashion,COD,9.2,23.0,22,139,8,0,0.0,0,0,0,,,0,0,low,no_return,17.1,2,1,0,0
TX101096,CUST002506,1101.31,Electronics,Net Banking,47.8,7.3,38,65,6,3,0.5,2,2,0,,,1,0,medium,no_return,16.6,1,0,0,0
TX101097,CUST002266,2049.48,Electronics,Debit Card,20.5,19.4,25,310,9,2,0.222,1,0,0,,,2,0,low,no_return,12.9,0,2,0,0
TX101098,CUST000124,1458.02,Electronics,COD,19.4,7.7,33,541,5,1,0.2,1,0,1,,,4,0,low,no_return,31.8,0,2,0,0
TX101099,CUST001301,1277.25,Books,Credit Card,26.8,6.7,38,352,8,0,0.0,0,1,0,,,1,0,low,no_return,4.0,0,1,0,0
TX101100,CUST001439,2491.8,Fashion,Net Banking,0.0,9.1,26,505,5,1,0.2,1,0,0,6.1,5.6,1,0,low,defective,26.5,0,1,0,0
TX101101,CUST001408,2175.18,Toys,Net Banking,4.4,13.8,21,377,5,1,0.2,0,0,0,,,1,0,high,no_return,12.4,0,6,0,1
TX101102,CUST002756,921.45,Footwear,Debit Card,12.1,18.2,35,187,8,0,0.0,0,0,0,2.6,2.1,1,0,medium,not_as_described_repeated,52.0,0,4,0,0
TX101103,CUST000452,1846.1,Fashion,Credit Card,26.9,2.7,30,304,9,1,0.111,0,0,0,,,0,0,low,no_return,36.3,1,4,0,0
TX101104,CUST000919,1250.07,Grocery,UPI,0.0,12.1,33,149,8,0,0.0,0,1,0,,,1,0,medium,no_return,16.7,0,2,0,0
TX101105,CUST000543,2391.44,Beauty,Credit Card,14.2,2.4,38,1178,6,0,0.0,0,1,0,1.7,1.6,1,0,medium,not_as_described,15.4,0,1,0,0
TX101106,CUST000733,1211.78,Footwear,UPI,12.5,15.6,45,550,7,1,0.143,1,1,0,0.0,0.0,2,0,low,not_needed,8.9,1,3,0,1
TX101107,CUST002721,1615.91,Beauty,UPI,0.0,32.4,38,244,8,0,0.0,0,0,0,2.3,0.5,2,0,low,not_as_described_repeated,6.6,2,1,0,0
TX101108,CUST002822,1301.7,Home,Credit Card,8.9,8.5,37,448,7,0,0.0,0,1,0,,,1,0,low,no_return,20.8,0,0,0,0
TX101109,CUST000134,494.48,Fashion,UPI,21.5,12.6,26,571,11,0,0.0,0,0,0,,,0,0,low,no_return,37.0,0,1,0,0
TX101110,CUST001896,4630.4,Footwear,Net Banking,0.0,3.5,28,384,2,0,0.0,0,2,1,,,0,1,low,no_return,15.6,0,5,0,0
TX101111,CUST000699,1832.64,Fashion,Debit Card,31.9,14.3,36,223,8,0,0.0,0,0,0,,,1,0,medium,no_return,13.0,0,4,0,0
TX101112,CUST000578,4730.39,Toys,COD,20.6,16.2,28,185,10,1,0.1,0,1,0,,,0,1,low,no_return,38.4,0,2,0,0
TX101113,CUST000876,1887.99,Fashion,Credit Card,19.2,4.0,36,452,6,1,0.167,0,0,0,,,0,0,medium,no_return,19.0,2,2,0,0
TX101114,CUST000583,2781.7,Grocery,UPI,15.1,3.5,23,199,6,3,0.5,1,3,0,,,1,0,medium,no_return,20.4,1,1,0,0
TX101115,CUST001471,1153.16,Home,UPI,1.9,12.3,51,218,7,1,0.143,0,0,0,,,2,0,low,no_return,5.0,0,1,0,0
TX101116,CUST002986,1173.49,Electronics,Net Banking,7.2,2.9,33,382,9,0,0.0,0,0,0,1.1,0.2,1,0,low,not_needed,26.2,0,3,0,0
TX101117,CUST001759,1765.38,Electronics,UPI,19.3,67.9,33,81,8,0,0.0,0,1,0,,,1,0,low,no_return,16.8,0,3,0,0
TX101118,CUST002170,4704.16,Fashion,Debit Card,7.2,5.4,27,202,9,1,0.111,0,2,0,,,1,1,low,no_return,17.5,2,2,0,0
TX101119,CUST001480,944.67,Books,UPI,17.3,4.6,51,245,6,1,0.167,1,1,0,,,1,0,low,no_return,10.6,0,3,0,0
TX101120,CUST000042,413.12,Books,Credit Card,4.2,4.1,19,73,14,2,0.143,0,0,0,,,0,0,low,no_return,11.7,1,0,0,0
TX101121,CUST000253,3415.19,Fashion,UPI,20.4,1.6,24,176,12,1,0.083,0,0,0,30.0,28.0,1,0,low,defective,43.4,1,2,0,0
TX101122,CUST000807,2890.85,Beauty,Credit Card,21.3,2.9,40,284,8,1,0.125,1,0,0,9.8,9.5,2,0,low,defective,16.3,0,5,0,0
TX101123,CUST000731,1352.86,Electronics,UPI,0.0,3.2,34,42,13,0,0.0,0,0,0,,,2,0,medium,no_return,27.2,0,4,0,0
TX101124,CUST002521,5848.75,Books,Net Banking,15.8,0.5,26,349,12,0,0.0,0,0,0,0.2,0.0,2,1,medium,defective,22.2,1,1,0,0
TX101125,CUST002530,6005.25,Toys,UPI,0.0,12.6,26,87,3,0,0.0,0,1,0,,,1,1,low,no_return,20.3,0,3,0,0
TX101126,CUST002562,469.87,Footwear,UPI,0.0,28.2,29,698,14,2,0.143,0,0,0,,,2,0,low,no_return,38.0,0,0,0,0
TX101127,CUST001913,1134.3,Footwear,UPI,7.9,14.7,33,155,5,0,0.0,0,0,0,,,1,0,low,no_return,52.8,0,3,0,0
TX101128,CUST001668,1756.92,Fashion,Wallet,48.6,15.2,47,9,7,2,0.286,0,0,0,,,2,0,high,no_return,26.5,1,1,0,0
TX101129,CUST001947,2349.72,Fashion,Debit Card,24.3,0.5,38,55,12,1,0.083,0,0,0,,,0,0,low,no_return,33.4,0,2,0,0
TX101130,CUST001221,2127.57,Footwear,Debit Card,31.7,5.2,42,341,9,0,0.0,0,0,0,,,1,0,medium,no_return,14.8,0,0,0,0
TX101131,CUST002010,1828.07,Electronics,Credit Card,22.3,8.1,27,1017,7,1,0.143,0,0,0,,,0,0,low,no_return,9.4,1,2,0,0
TX101132,CUST002383,844.93,Electronics,Net Banking,17.5,3.1,37,230,4,0,0.0,0,0,0,3.0,1.3,0,0,low,size_issue,28.4,1,2,0,0
TX101133,CUST002288,2540.56,Fashion,UPI,25.7,4.1,18,136,2,0,0.0,0,1,0,,,1,0,low,no_return,9.1,0,1,0,0
TX101134,CUST001841,2633.2,Books,COD,7.3,10.5,33,10,1,0,0.0,0,1,0,,,1,0,low,no_return,64.9,0,2,0,0
TX101135,CUST000175,3265.57,Grocery,COD,20.6,0.5,33,10,7,0,0.0,0,0,0,7.3,6.8,0,0,low,size_issue,35.6,3,2,0,0
TX101136,CUST002175,761.82,Mobile,UPI,29.1,26.3,50,236,8,1,0.125,0,0,0,0.1,0.0,1,0,low,not_needed,21.8,1,1,0,0
TX101137,CUST001100,1574.15,Home,UPI,23.4,11.6,47,215,11,1,0.091,1,0,0,,,0,0,low,no_return,25.4,0,4,0,0
TX101138,CUST002231,1307.8,Fashion,Debit Card,29.9,7.9,29,208,1,1,1.0,0,0,0,,,2,0,medium,no_return,30.2,2,1,0,1
TX101139,CUST001619,751.57,Home,UPI,17.2,0.8,23,47,9,0,0.0,0,0,0,9.1,7.5,1,0,low,size_issue,16.2,0,4,0,0
TX101140,CUST002643,1557.34,Toys,UPI,35.3,4.7,24,164,7,0,0.0,0,0,0,,,0,0,low,no_return,1.9,2,4,0,0
TX101141,CUST001016,875.6,Fashion,Credit Card,12.5,18.9,29,1104,10,0,0.0,0,0,0,7.0,6.7,0,0,low,not_needed,32.9,1,2,0,0
TX101142,CUST002794,664.55,Mobile,UPI,40.4,8.9,45,767,10,0,0.0,0,0,0,,,0,0,low,no_return,40.9,0,3,0,0
TX101143,CUST002533,2914.48,Beauty,COD,21.9,12.7,36,372,13,0,0.0,0,0,0,9.7,7.9,0,0,low,size_issue,23.0,0,2,0,0
TX101144,CUST000993,1347.88,Toys,Credit Card,10.4,8.4,37,209,5,0,0.0,0,0,0,,,2,0,low,no_return,7.6,0,0,0,0
TX101145,CUST001448,1096.1,Toys,Debit Card,0.9,5.4,40,300,9,1,0.111,0,0,0,4.5,3.9,1,0,low,not_needed,42.1,1,0,0,0
TX101146,CUST001594,3772.53,Beauty,Credit Card,5.3,9.1,22,28,4,3,0.75,0,4,0,,,0,1,medium,no_return,21.6,1,1,0,0
TX101147,CUST002306,2683.56,Books,Credit Card,3.5,14.8,24,25,10,0,0.0,0,0,0,,,4,0,low,no_return,4.5,2,1,0,0
TX101148,CUST002067,382.96,Home,Credit Card,13.9,26.3,37,530,8,0,0.0,0,1,0,,,0,0,low,no_return,19.2,0,2,0,0
TX101149,CUST002556,2359.68,Toys,Net Banking,0.0,51.8,24,226,6,0,0.0,0,1,0,1.1,0.7,4,0,low,changed_mind_repeated,27.3,0,5,0,0
TX101150,CUST001110,2352.45,Toys,Credit Card,30.5,2.6,18,634,10,1,0.1,1,0,0,28.8,28.6,2,0,low,not_as_described,21.7,2,2,0,0
TX101151,CUST001514,1513.7,Sports,Debit Card,16.3,11.8,21,351,7,3,0.429,0,0,0,,,1,0,low,no_return,20.0,1,1,0,0
TX101152,CUST001293,1475.08,Fashion,COD,15.8,2.7,42,930,7,0,0.0,0,0,0,6.3,1.6,1,0,low,size_issue,11.6,2,3,0,0
TX101153,CUST002728,536.88,Mobile,Debit Card,1.0,0.5,28,84,10,1,0.1,0,0,0,,,0,0,low,no_return,25.6,1,1,0,0
TX101154,CUST000915,5807.37,Mobile,UPI,5.8,15.1,34,980,10,1,0.1,1,0,0,0.0,0.0,2,1,low,changed_mind,41.1,0,2,0,0
TX101155,CUST001761,1553.27,Grocery,UPI,0.0,6.2,21,78,5,1,0.2,0,0,0,,,0,0,low,no_return,13.3,0,5,0,0
TX101156,CUST000361,2277.73,Mobile,Debit Card,34.4,10.0,35,517,10,0,0.0,0,0,0,,,0,0,low,no_return,33.1,0,5,0,0
TX101157,CUST002550,1611.95,Beauty,COD,0.0,5.9,29,881,9,0,0.0,0,0,0,,,1,0,low,no_return,22.8,0,1,0,0
TX101158,CUST001153,1108.93,Home,COD,0.0,2.3,36,231,9,2,0.222,0,0,0,1.3,0.2,1,0,low,size_issue,12.0,1,1,0,0
TX101159,CUST001022,3057.42,Beauty,Debit Card,32.0,3.8,27,149,3,0,0.0,0,1,0,,,0,0,low,no_return,23.4,0,4,0,0
TX101160,CUST001749,2008.81,Electronics,UPI,19.7,10.9,37,204,8,0,0.0,0,0,0,,,1,0,low,no_return,16.3,0,2,0,0
TX101161,CUST001496,1562.17,Sports,COD,16.4,18.3,26,174,10,1,0.1,0,0,0,,,0,0,medium,no_return,36.3,1,3,0,0
TX101162,CUST002544,2261.98,Grocery,Debit Card,19.1,4.9,31,890,10,1,0.1,0,1,0,11.6,10.0,2,0,low,changed_mind,23.9,2,0,0,0
TX101163,CUST001594,1713.46,Electronics,Wallet,26.4,1.9,29,28,4,0,0.0,0,1,0,,,1,0,low,no_return,52.2,1,1,0,0
TX101164,CUST001551,4930.75,Fashion,COD,16.2,13.3,32,1041,7,1,0.143,0,1,0,,,3,1,low,no_return,24.3,0,1,0,0
TX101165,CUST000315,2992.27,Books,Credit Card,0.0,18.1,34,228,8,2,0.25,0,0,0,,,1,0,low,no_return,21.1,2,0,0,0
TX101166,CUST000066,2503.05,Toys,Debit Card,23.8,31.5,27,320,6,1,0.167,0,0,0,0.5,0.0,0,0,low,changed_mind_repeated,10.3,1,1,0,0
TX101167,CUST001196,584.43,Mobile,Debit Card,20.1,7.6,30,166,10,0,0.0,0,1,0,,,2,0,low,no_return,10.4,0,1,0,0
TX101168,CUST002994,2558.96,Fashion,Credit Card,29.1,0.7,33,729,9,1,0.111,0,0,0,,,2,0,low,no_return,7.1,0,2,0,0
TX101169,CUST002752,2518.44,Footwear,Debit Card,0.0,7.3,37,2,8,1,0.125,1,0,0,12.5,12.4,3,0,low,defective,31.0,0,1,0,0
TX101170,CUST001887,886.81,Fashion,UPI,6.2,13.5,31,126,7,0,0.0,0,0,0,,,1,0,low,no_return,5.7,0,0,0,0
TX101171,CUST001892,574.7,Electronics,UPI,19.7,1.9,23,350,7,0,0.0,0,0,0,,,3,0,low,no_return,27.6,2,4,0,0
TX101172,CUST001175,2915.2,Books,COD,3.7,3.1,32,91,14,1,0.071,0,0,0,,,2,0,low,no_return,5.1,0,0,0,0
TX101173,CUST000533,3147.43,Home,Credit Card,0.0,56.3,38,243,14,0,0.0,0,0,0,,,0,0,high,no_return,4.9,0,3,0,0
TX101174,CUST000026,1177.74,Toys,COD,17.4,3.6,18,67,4,0,0.0,0,1,0,,,1,0,medium,no_return,47.3,0,0,0,0
TX101175,CUST001017,1141.11,Fashion,Credit Card,25.7,19.4,18,424,6,0,0.0,0,0,0,,,0,0,low,no_return,13.5,1,3,0,0
TX101176,CUST000950,1986.23,Fashion,COD,13.5,4.6,25,91,9,0,0.0,0,0,0,5.1,4.9,2,0,low,not_needed,18.8,0,0,0,0
TX101177,CUST000575,1344.88,Sports,COD,21.6,7.5,30,426,13,0,0.0,0,0,0,,,0,0,low,no_return,13.0,1,0,0,0
TX101178,CUST000778,565.55,Electronics,COD,19.8,7.3,18,181,6,1,0.167,1,0,0,,,0,0,medium,no_return,36.7,0,1,0,0
TX101179,CUST000075,879.62,Fashion,Credit Card,15.1,14.5,37,1324,5,1,0.2,0,1,0,,,1,0,low,no_return,32.2,1,2,0,0
TX101180,CUST001824,2224.33,Fashion,Wallet,16.6,16.0,30,229,10,1,0.1,1,0,0,6.5,5.1,1,0,low,not_as_described_repeated,16.3,1,1,0,0
TX101181,CUST002782,915.39,Fashion,Credit Card,31.2,11.9,18,153,4,2,0.5,0,0,0,,,0,0,low,no_return,59.7,1,1,0,0
TX101182,CUST002072,3247.57,Books,COD,3.4,0.8,20,9,7,2,0.286,0,0,0,1.6,1.2,1,0,high,not_needed,34.2,0,3,0,0
TX101183,CUST001345,2492.51,Electronics,Credit Card,24.3,11.6,28,241,10,2,0.2,0,0,0,,,1,0,low,no_return,10.3,1,3,0,0
TX101184,CUST001261,2282.18,Grocery,UPI,0.8,1.9,18,2064,10,1,0.1,0,0,0,3.1,3.0,0,0,low,defective,33.0,0,1,0,0
TX101185,CUST000923,1959.12,Sports,Debit Card,5.5,27.1,41,368,5,0,0.0,0,0,0,0.3,0.0,1,0,low,changed_mind,16.7,0,0,0,0
TX101186,CUST000428,1074.19,Beauty,Credit Card,29.4,16.4,33,141,4,0,0.0,0,1,0,,,5,0,medium,no_return,48.5,0,2,0,1
TX101187,CUST001795,2712.8,Beauty,UPI,0.5,9.4,38,512,4,0,0.0,0,0,0,,,2,0,low,no_return,29.8,1,1,0,0
TX101188,CUST001700,1052.85,Grocery,Credit Card,12.1,10.8,21,251,9,0,0.0,0,0,0,,,2,0,low,no_return,52.5,1,2,0,0
TX101189,CUST000022,3361.79,Footwear,UPI,43.3,5.9,36,280,2,0,0.0,0,0,0,,,4,0,low,no_return,10.8,0,3,0,0
TX101190,CUST001247,4459.71,Fashion,Wallet,27.3,2.3,25,115,10,2,0.2,0,0,0,0.3,0.0,1,1,low,not_needed,17.1,1,1,0,0
TX101191,CUST000834,2001.03,Toys,Debit Card,6.2,14.4,30,321,6,1,0.167,0,1,0,2.1,0.7,0,0,high,not_as_described,1.0,2,5,0,0
TX101192,CUST000511,4098.94,Electronics,UPI,8.2,45.1,35,512,4,0,0.0,0,0,0,15.8,14.6,7,1,low,size_issue,25.6,2,2,0,0
TX101193,CUST002109,888.37,Beauty,COD,13.0,9.0,31,63,5,0,0.0,0,1,0,3.6,1.6,1,0,low,changed_mind_repeated,33.6,3,2,0,0
TX101194,CUST001577,2510.4,Beauty,Debit Card,30.7,0.5,40,128,8,0,0.0,0,0,0,,,0,0,medium,no_return,34.8,0,2,0,0
TX101195,CUST001901,1797.71,Fashion,COD,3.0,0.5,33,604,5,0,0.0,0,1,0,,,0,0,low,no_return,39.3,1,1,0,0
TX101196,CUST002140,2946.85,Electronics,Debit Card,2.3,13.4,27,689,10,2,0.2,1,1,0,,,0,0,low,no_return,11.4,1,0,0,0
TX101197,CUST002945,398.35,Electronics,UPI,23.6,1.4,40,50,5,0,0.0,0,0,0,,,3,0,low,no_return,16.3,1,2,0,0
TX101198,CUST002408,2837.17,Electronics,UPI,0.0,1.1,42,1768,7,1,0.143,0,1,0,,,2,0,low,no_return,18.7,0,1,0,0
TX101199,CUST001861,1146.53,Sports,COD,4.1,3.6,32,106,12,2,0.167,0,1,0,,,1,0,low,no_return,41.2,0,0,0,0
TX101200,CUST002637,1856.82,Electronics,COD,14.0,4.2,45,238,1,1,1.0,0,0,0,,,1,0,low,no_return,26.4,1,3,0,0
TX101201,CUST001433,5746.17,Toys,COD,14.6,8.6,29,61,8,1,0.125,1,1,0,1.1,0.3,0,1,low,not_as_described_repeated,34.8,1,1,0,0
TX101202,CUST002954,2564.21,Footwear,UPI,0.0,2.7,30,120,11,1,0.091,0,0,0,,,1,0,medium,no_return,24.6,1,1,0,0
TX101203,CUST002284,2353.13,Fashion,COD,19.2,8.2,32,369,11,0,0.0,0,0,0,,,0,0,low,no_return,8.4,0,4,0,0
TX101204,CUST001952,2231.85,Fashion,Credit Card,21.6,53.6,30,169,4,0,0.0,0,0,0,,,1,0,low,no_return,17.6,1,3,0,1
TX101205,CUST002710,3582.95,Home,Debit Card,7.1,21.3,28,217,9,1,0.111,1,0,0,,,1,1,low,no_return,21.7,1,1,0,0
TX101206,CUST001545,3010.69,Footwear,UPI,34.9,7.1,24,1529,7,0,0.0,0,0,0,,,0,0,low,no_return,28.4,1,0,0,0
TX101207,CUST002162,2247.82,Home,COD,19.1,9.7,22,984,8,1,0.125,0,1,0,13.5,13.0,2,0,low,not_as_described,7.7,1,0,0,0
TX101208,CUST000854,2072.04,Electronics,Wallet,2.9,1.1,33,52,9,0,0.0,0,0,0,,,0,0,medium,no_return,30.2,1,1,0,0
TX101209,CUST002889,1983.53,Mobile,UPI,34.4,4.1,43,233,4,0,0.0,0,0,0,,,1,0,low,no_return,31.6,0,0,0,0
TX101210,CUST001870,1733.07,Beauty,COD,8.7,23.5,40,52,13,0,0.0,0,0,0,7.8,7.4,2,0,medium,changed_mind,10.3,1,0,0,0
TX101211,CUST002346,752.65,Home,Debit Card,17.1,11.2,35,36,6,0,0.0,0,0,0,,,2,0,low,no_return,9.9,0,0,0,0
TX101212,CUST001382,2529.39,Footwear,UPI,9.2,6.3,44,100,8,0,0.0,0,0,0,2.5,2.5,4,0,low,not_needed,25.3,3,2,0,0
TX101213,CUST002600,1226.8,Footwear,UPI,22.5,48.1,32,246,6,1,0.167,1,0,0,14.5,13.9,1,0,low,changed_mind,19.2,0,0,0,0
TX101214,CUST000223,1596.39,Beauty,COD,9.2,0.7,22,122,9,0,0.0,0,0,0,,,1,0,low,no_return,28.2,0,0,0,0
TX101215,CUST000343,3139.42,Fashion,UPI,9.9,19.1,28,187,9,0,0.0,0,1,0,1.7,1.3,2,0,low,size_issue,36.0,0,1,0,0
TX101216,CUST001521,1760.2,Beauty,UPI,13.1,17.8,31,139,11,0,0.0,0,0,0,14.2,14.2,3,0,low,changed_mind_repeated,13.8,1,4,0,0
TX101217,CUST002197,1670.75,Fashion,Net Banking,9.0,0.5,26,55,14,1,0.071,0,0,0,,,1,0,low,no_return,34.4,0,0,0,0
TX101218,CUST002427,2004.97,Beauty,Debit Card,27.9,26.1,38,184,10,1,0.1,1,0,0,,,0,0,low,no_return,26.8,0,1,0,0
TX101219,CUST001320,1462.34,Fashion,COD,0.0,8.2,41,283,10,2,0.2,1,0,0,,,1,0,low,no_return,49.1,0,0,0,0
TX101220,CUST001949,5670.16,Grocery,Debit Card,14.6,8.8,18,28,7,3,0.429,0,0,0,18.0,17.3,1,1,low,defective,39.2,0,1,0,0
TX101221,CUST001659,5195.1,Books,Credit Card,16.1,0.5,30,48,8,2,0.25,0,1,0,,,1,1,medium,no_return,21.8,0,0,0,0
TX101222,CUST002884,5111.66,Mobile,COD,13.5,7.8,18,199,5,1,0.2,1,3,0,,,4,1,low,no_return,68.4,0,1,0,0
TX101223,CUST001962,2236.63,Footwear,UPI,26.6,4.6,31,372,5,1,0.2,0,0,0,,,1,0,low,no_return,41.8,1,3,0,0
TX101224,CUST001251,1173.56,Electronics,Credit Card,0.0,22.5,30,207,9,0,0.0,0,0,0,9.6,9.5,1,0,low,not_as_described,6.2,0,0,0,0
TX101225,CUST002909,3192.63,Fashion,Debit Card,21.8,7.2,49,67,8,1,0.125,0,0,0,12.8,11.8,0,0,low,size_issue,28.7,0,1,0,0
TX101226,CUST000322,1469.97,Beauty,Net Banking,0.1,26.0,46,475,10,2,0.2,0,0,0,,,2,0,medium,no_return,31.8,1,3,0,0
TX101227,CUST002953,3369.74,Fashion,Credit Card,8.9,22.3,41,649,7,0,0.0,0,0,0,11.7,11.0,0,0,low,not_as_described,8.5,2,0,0,0
TX101228,CUST000462,1135.93,Electronics,Wallet,0.0,19.1,22,438,9,4,0.444,0,1,0,,,1,0,medium,no_return,36.4,1,0,0,1
TX101229,CUST000865,2340.98,Books,COD,11.0,2.9,21,525,7,0,0.0,0,0,0,1.9,0.0,2,0,medium,size_issue,20.3,0,2,0,0
TX101230,CUST002464,3669.86,Home,Credit Card,8.1,35.3,21,79,4,0,0.0,0,1,0,1.8,1.2,1,1,high,not_needed,32.9,2,1,0,0
TX101231,CUST002201,1525.75,Electronics,Credit Card,34.7,11.6,47,43,6,1,0.167,0,1,0,,,2,0,low,no_return,34.7,2,2,0,0
TX101232,CUST002911,1522.06,Beauty,UPI,17.9,3.1,22,152,11,2,0.182,1,0,0,,,2,0,low,no_return,20.8,1,1,0,0
TX101233,CUST002250,617.62,Mobile,Debit Card,20.3,9.2,28,131,8,1,0.125,0,0,0,,,3,0,low,no_return,6.3,1,0,0,0
TX101234,CUST001911,1160.27,Grocery,UPI,1.7,1.1,23,144,9,0,0.0,0,0,0,,,5,0,low,no_return,34.1,2,2,0,1
TX101235,CUST001040,2208.63,Electronics,Credit Card,23.9,1.6,19,253,7,0,0.0,0,0,0,,,1,0,low,no_return,17.3,1,1,0,0
TX101236,CUST000015,2427.35,Beauty,UPI,34.7,9.9,35,31,9,0,0.0,0,0,0,,,1,0,medium,no_return,31.2,1,1,0,0
TX101237,CUST000372,2656.76,Footwear,Wallet,25.4,5.7,33,3,7,2,0.286,0,1,0,0.7,0.4,0,0,low,changed_mind,15.6,0,1,0,0
TX101238,CUST000894,460.88,Electronics,Credit Card,0.0,2.9,18,613,8,0,0.0,0,1,0,,,1,0,low,no_return,4.6,0,3,0,0
TX101239,CUST000123,1474.72,Grocery,Credit Card,9.4,11.7,18,488,9,2,0.222,1,1,0,0.7,0.0,2,0,medium,changed_mind,21.0,0,7,0,0
TX101240,CUST001525,671.56,Books,Credit Card,16.3,0.5,34,236,10,0,0.0,0,0,0,7.9,7.1,1,0,low,not_as_described,67.3,2,3,0,0
TX101241,CUST002332,2137.6,Grocery,UPI,8.1,9.8,31,700,10,1,0.1,0,0,0,,,2,0,medium,no_return,7.1,1,1,0,1
TX101242,CUST002889,537.43,Electronics,Credit Card,45.4,0.5,27,327,3,0,0.0,0,0,0,6.5,5.3,1,0,medium,changed_mind,19.4,1,4,0,0
TX101243,CUST001469,817.7,Footwear,COD,9.2,0.5,38,56,8,0,0.0,0,0,0,2.4,1.5,0,0,low,not_as_described,20.4,0,2,0,0
TX101244,CUST002625,2978.37,Fashion,Debit Card,14.5,6.5,18,107,13,0,0.0,0,1,0,1.0,0.0,3,0,low,not_as_described_repeated,27.9,0,4,0,1
TX101245,CUST002956,1254.25,Electronics,Credit Card,7.8,6.0,26,475,7,2,0.286,0,1,0,,,3,0,medium,no_return,6.2,0,0,0,0
TX101246,CUST002579,4120.52,Electronics,COD,17.8,22.1,37,345,8,2,0.25,0,0,0,,,0,1,medium,no_return,4.4,0,3,0,0
TX101247,CUST001395,2701.05,Home,UPI,31.6,8.0,25,875,12,0,0.0,0,0,0,,,2,0,low,no_return,34.8,0,1,0,0
TX101248,CUST000976,1531.52,Electronics,COD,16.4,24.2,35,97,6,1,0.167,0,1,0,,,0,0,medium,no_return,20.8,0,1,0,0
TX101249,CUST002933,3276.7,Toys,UPI,12.4,54.6,20,163,4,0,0.0,0,0,0,,,6,0,medium,no_return,42.2,1,2,0,0
TX101250,CUST000726,1620.1,Footwear,Net Banking,2.1,25.3,23,1,8,0,0.0,0,1,0,,,0,0,low,no_return,20.8,1,1,0,0
